id,username,date,time,tweet,user_id,timezone,mentions,hashtags,replies_count,likes_count
1314621195153793026,deloitte,2020-10-09,17:38:12,Deloitte and @wef worked together to explore the impacts of #emergingtechnologies when they are strategically clustered against critical business problems in the #financialservices industry.  https://t.co/yMAP7UsR7X  https://t.co/5efahBlT8l,8457092,+0000,"[{'screen_name': 'wef', 'name': 'world economic forum', 'id': '5120691'}]","['emergingtechnologies', 'financialservices']",1,6
1314611583025385473,deloitte,2020-10-09,17:00:00,Young people consider social purpose to be a personal calling and the pandemic has made them more driven to effect positive societal change. Deloitte's @parmeleemichele discusses here.  https://t.co/ymaFCMIKR6,8457092,+0000,"[{'screen_name': 'parmeleemichele', 'name': 'michele parmelee', 'id': '4830941897'}]",[],1,11
1314596493022687236,deloitte,2020-10-09,16:00:02,#HR in the #cloud helps to democratize experiences for employees and managers. Tune in to learn more #WorkdayHCM insights from @Telstra on this new episode of #DeloitteCloud podcast.  https://t.co/SykhEHFjtn  https://t.co/QJrgKkJOHF,8457092,+0000,"[{'screen_name': 'telstra', 'name': 'telstra', 'id': '61636429'}]","['hr', 'cloud', 'workdayhcm', 'deloittecloud']",1,11
1314589441005178881,deloitte,2020-10-09,15:32:01,How should #manufacturers plan to operate in the post-pandemic world? Scenario planning is key to prepare for future business cycles. via Forbes  https://t.co/bbwZBB8ZeB  https://t.co/DNHDzzl1oq,8457092,+0000,[],['manufacturers'],0,0
1314522998762860546,deloitte,2020-10-09,11:08:00,Worried about your company’s resilience during #COVID19? Top 2 concerns of our survey respondents? Viability of the business model &amp; accounting and financial reporting issues.  https://t.co/fOndjAiX5D,8457092,+0000,[],['covid19'],1,7
1314305568857882625,deloitte,2020-10-08,20:44:00,Financial Advisory can provide the chance to move to another city to experience a variety of challenges and exposure to different clients and industries.   https://t.co/ELVMWsob8g  https://t.co/CDpKuqbl9r,8457092,+0000,[],[],1,14
1314251963165536257,deloitte,2020-10-08,17:11:00,The science is clear: decarbonizing real estate creates a cleaner environment. But where do businesses begin their end-to-end transformation? Our #ResponsibleBusiness blog takes a look.  https://t.co/8xbuJaz1da,8457092,+0000,[],['responsiblebusiness'],1,8
1314229819912212481,deloitte,2020-10-08,15:43:00,#Top #manufacturing companies discuss their key learnings on optimizing operational processes with a #smartfactory in this webinar. #I40  https://t.co/qEwdUtGXwD  https://t.co/i8NlEbf5KB,8457092,+0000,[],"['top', 'manufacturing', 'smartfactory', 'i40']",1,13
1314229316176285698,deloitte,2020-10-08,15:41:00,#Leaders can build and sustain #trust by acting with competence and intent. @PunitRenjen explains the nature of trust—taking action from a place of understanding and care—to invest in a mutual journey of commitment for stakeholders.  https://t.co/xfIapp3n3e @DeloitteInsight  https://t.co/6n4vjVvD23,8457092,+0000,"[{'screen_name': 'punitrenjen', 'name': 'punit renjen', 'id': '4493743294'}, {'screen_name': 'deloitteinsight', 'name': 'deloitte insights', 'id': '588631454'}]","['leaders', 'trust']",4,7
1313979170419093504,deloitte,2020-10-07,23:07:01,"Our new global #Audit Value Survey indicates that C-Suite finance execs, board members, and stakeholders are looking to the auditor’s playbook for insights.  https://t.co/3rRSt3D3e5  https://t.co/Hjr56YVnrt",8457092,+0000,[],['audit'],1,13
1313841511944126465,deloitte,2020-10-07,14:00:01,"WorldClimate, Deloitte’s climate strategy, will focus on creating awareness of personal choices and changing behaviors to reduce greenhouse gas emissions.  👉Learn more in our 2020 Global Impact Report:  https://t.co/EgSftEj2TE #ImpactThatMatters  https://t.co/oGslcNlXqG",8457092,+0000,[],['impactthatmatters'],23,48
1313576766364160001,deloitte,2020-10-06,20:28:00,We are grateful to have redirected our unused credits on #United to @AirlinkFlight and support the transportation of volunteers and supplies to help those affected by the recent hurricanes in the Gulf Coast.  https://t.co/IxnlufDOKB  https://t.co/SpWwj2yZPz,8457092,+0000,"[{'screen_name': 'airlinkflight', 'name': '@airlinkflight', 'id': '135533359'}]",['united'],2,35
1313561664256651265,deloitte,2020-10-06,19:28:00,"Communities = people who work together to support one another. In our #ResponsibleBusiness blog, we explore how #lifescience and #healthcare companies can do the same in today's era of #COVID19.  https://t.co/dZlt4ggghW",8457092,+0000,[],"['responsiblebusiness', 'lifescience', 'healthcare', 'covid19']",1,13
1313239040003584000,deloitte,2020-10-05,22:06:00,"Doing business has been forever changed, including how auditors operate. Learn what 351 C-Suite finance execs, board members, and stakeholders had to say in our recent survey.  https://t.co/NVKGTrYrj2",8457092,+0000,[],[],2,9
1313179395385962496,deloitte,2020-10-05,18:09:00,"Despite uncertain conditions, young people express impressive resiliency and a resolve to improve the world. Read on for more findings from our #MillennialSurvey.  https://t.co/LuIzcuN0GK via @Forbes",8457092,+0000,"[{'screen_name': 'forbes', 'name': 'forbes', 'id': '91478624'}]",['millennialsurvey'],2,13
1312110854997901313,deloitte,2020-10-02,19:23:00,Global Audit &amp; Assurance Business Leader @Mickeler shares his thoughts on the results of our recent audit value pulse survey completed during the height of #COVID19.  https://t.co/UebMjeCsPd,8457092,+0000,"[{'screen_name': 'mickeler', 'name': 'jean-marc mickeler', 'id': '321888893'}]",['covid19'],2,10
1312065056851591168,deloitte,2020-10-02,16:21:01,How can governments revitalize economies post crisis response? Tune into our webinar where Deloitte’s @MicFlynn2 is joined by #publicsector experts to discuss. 6th Oct. Register now:   https://t.co/jv22TBW2Jg  https://t.co/NyxXDrh43g,8457092,+0000,"[{'screen_name': 'micflynn2', 'name': 'michael flynn', 'id': '386675018'}]",['publicsector'],0,12
1312032591604842496,deloitte,2020-10-02,14:12:00,"Read our report that sheds light on the top drivers of #decarbonization in #oilandgas, #mining, #chemicals, and #power sectors.  https://t.co/ZODWpyqqmb  https://t.co/o4InXCoA2q",8457092,+0000,[],"['decarbonization', 'oilandgas', 'mining', 'chemicals', 'power']",1,9
1311750983140151296,deloitte,2020-10-01,19:33:00,83% of health care companies experienced a third party incident in the past three years. Maintain the integrity of your supply chain. Manage third party risk. Experience the Deloitte TPRM difference.  https://t.co/PNgkcArUiU,8457092,+0000,[],[],1,10
1311737897536684034,deloitte,2020-10-01,18:41:00,"In this @HarvardBiz article, @emmajcodd discusses mental health in the workplace and provides tips to improve your well-being and practice self-care. #MillennialSurvey  https://t.co/EhTm9ekNdJ",8457092,+0000,"[{'screen_name': 'harvardbiz', 'name': 'harvard business review', 'id': '14800270'}, {'screen_name': 'emmajcodd', 'name': 'emma codd', 'id': '2838024436'}]",['millennialsurvey'],1,13
1311729845479649292,deloitte,2020-10-01,18:09:00,"As global business leaders respond to multiple concurrent crises, see why returning to normal after the pandemic may not be an option. via @FortuneMagazine  https://t.co/C7BeywdtET",8457092,+0000,"[{'screen_name': 'fortunemagazine', 'name': 'fortune', 'id': '25053299'}]",[],1,9
1311670420597342209,deloitte,2020-10-01,14:12:52,"At Deloitte, we’re committed to applying what we’ve learned—throughout our 175-year history and especially during the pandemic—to meet this moment and help Deloitte clients emerge from it even more resilient.  https://t.co/XdXp3sa4sP #Deloitte175  https://t.co/DY3m2R3hZZ",8457092,+0000,[],['deloitte175'],0,24
1311653149581742080,deloitte,2020-10-01,13:04:14,Honored to be #1 among our competitors and ranked in the top 5 for the third year in a row on @UniversumGlobal’s World’s Most Attractive Employers list.  https://t.co/XIUKcIAqpp #WMAE2020 #ImpactThatMatters  https://t.co/tnmcQpwudu,8457092,+0000,"[{'screen_name': 'universumglobal', 'name': 'universum global', 'id': '118648805'}]","['wmae2020', 'impactthatmatters']",1,32
1311365197257494531,deloitte,2020-09-30,18:00:01,Read #InfraCompass2020 to learn about the countries who have quality #infrastructure and how you may be able to improve your infrastructure policies for the road ahead.  https://t.co/YXGFXihlO8  https://t.co/062oyQwhTe,8457092,+0000,[],"['infracompass2020', 'infrastructure']",1,10
1311350106524917762,deloitte,2020-09-30,17:00:03,How can organizations fuse tech and people together to humanize the world of work? And how can #Workday help? Learn about Workday differentiators for the 2020 Global #HCTrends. #digitaltransformation  https://t.co/ogUUEIYR12  https://t.co/4v6fszLhOL,8457092,+0000,[],"['workday', 'hctrends', 'digitaltransformation']",0,10
1311066224068100097,deloitte,2020-09-29,22:12:00,"Customer demands, investor pressure, and policy targets are some of the drivers accelerating #decarbonization. How can the #energy &amp; resources sectors embrace a low-carbon future?  https://t.co/H8Cav5ER5S  https://t.co/rbYlnZYVgV",8457092,+0000,[],"['decarbonization', 'energy']",1,12
1311046212636880896,deloitte,2020-09-29,20:52:29,Our new #ResponsibleBusiness blog looks at how life sciences organizations can broaden TPRM initiatives to achieve integrated end-to-end lifecycle management of third parties.  https://t.co/RMAXhIGEJO,8457092,+0000,[],['responsiblebusiness'],0,13
1310974114623086593,deloitte,2020-09-29,16:06:00,Easy access and environmental sustainability are two of the main concerns when regulating the #futureofmobility. Read how governments are tackling it.  https://t.co/IwZPu6zrTM,8457092,+0000,[],['futureofmobility'],1,17
